contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52F,Y70,Y7
k141_357568,551,ADY76802.1,ADY76802.1 PP287 [Orf virus],77.3,44,1.36E-16,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.485656185,0.337034506,0,0,0,0,0,0.16914794
k141_546563,863,ADY76686.1,ADY76686.1 PP1 [Orf virus],76.8,82,3.76E-34,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.428280925,0,0.801909185,0,0,0,0,1.860627341
k141_548349,572,ADY76686.1,ADY76686.1 PP1 [Orf virus],73.2,82,3.81E-33,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.135999643,0.386650467,0.151322067,3.804306783,0,1.312215031,0,0.169956168,0,0,1.437757491
k141_565216,1990,ADY76686.1,ADY76686.1 PP1 [Orf virus],58.2,79,1.19E-14,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,3.075822505,0.505551759,0.29160334,0,0,0,0,3.721254682
k141_583456,395,ADY76686.1,ADY76686.1 PP1 [Orf virus],80.9,47,2.71E-18,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.32377079,0,0.14580167,0,0,0,0,0.16914794
k141_655551,547,ADY76686.1,ADY76686.1 PP1 [Orf virus],64.6,79,5.25E-23,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.728484278,0.168517253,0.58320668,0,0,0,0,0.50744382
k141_787100,531,ADY76686.1,ADY76686.1 PP1 [Orf virus],78.6,56,6.97E-22,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.809426975,0,0,0,0,0,0,0.25372191
k141_930861,302,ADY76802.1,ADY76802.1 PP287 [Orf virus],60.8,51,6.80E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0.168517253,0.29160334,0,0.509868505,0,0,0
k141_945302,2166,ADY76802.1,ADY76802.1 PP287 [Orf virus],63.3,60,6.98E-14,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,5.989759616,0.168517253,2.916033401,0,0,0,0.163790183,6.681343633
k141_959903,1037,ADY76802.1,ADY76802.1 PP287 [Orf virus],75.5,53,1.43E-15,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.456968555,0.168517253,0.14580167,0,0,0,0,2.368071161
k141_1682161,462,YP_094054.1,YP_094054.1 E4 ORFC [Bovine mastadenovirus A],43.5,108,1.85E-20,Viruses,Bovine mastadenovirus A,129953,Bovine mastadenovirus A,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Bovine mastadenovirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,0.815997856,0,0,0,0,0,0.285427614,0,0,0,0
k141_376303,341,YP_094035.1,YP_094035.1 pIIIa [Bovine mastadenovirus A],71.4,91,6.30E-35,Viruses,Bovine mastadenovirus A,129953,Bovine mastadenovirus A,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Bovine mastadenovirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,0.271999285,0,0,0,0,0,0.285427614,0,0,0,0
k141_2460708,480,APD29208.1,APD29208.1 orf8 [Canine mastadenovirus A],55,129,1.25E-31,Viruses,Canine mastadenovirus A,10537,Canine mastadenovirus A,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Canine mastadenovirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,1.631995711,0,0,0,0,0,0,0,0,0,0
k141_2843373,748,AP_000009.1,AP_000009.1 III [Ovine mastadenovirus A],85.9,99,4.13E-42,Viruses,Ovine mastadenovirus A,114424,Ovine mastadenovirus A,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,4.759987491,0,0,0,0,0,0.78492594,0,0,0,0
k141_503648,588,AAF40111.1,"AAF40111.1 DNA-binding protein, partial [Ovine mastadenovirus A]",70.2,188,2.18E-94,Viruses,Ovine mastadenovirus A,114424,Ovine mastadenovirus A,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,1.223996783,0,0.302644134,0,0,0,0.285427614,0,0,0,0
k141_1166760,4854,BCT90778.1,BCT90778.1 100K protein [Bovine adenovirus 2],74.7,572,3.88E-282,Viruses,Bovine adenovirus 2,114429,Bovine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A|Bovine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,49.09587098,0,0.378305167,1.780739345,0,0,15.19902047,0,0,0,0
k141_1279607,346,BCT90769.1,BCT90769.1 pIIIa protein [Bovine adenovirus 2],77.6,116,4.04E-50,Viruses,Bovine adenovirus 2,114429,Bovine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A|Bovine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,0.679998213,0,0,0,0,0,0,0,0,0,0
k141_2175542,782,Q96625.1,Q96625.1 RecName: Full=Core-capsid bridging protein; AltName: Full=Core protein V [Bovine adenovirus 2],48.9,272,4.88E-65,Viruses,Bovine adenovirus 2,114429,Bovine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A|Bovine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,2.379993745,0,0,0.32377079,0,0,1.141710458,0,0,0,0
k141_3155623,1077,NP_064286.1,NP_064286.1 DNA polymerase [Bovine adenovirus 2],79.6,358,9.80E-201,Viruses,Bovine adenovirus 2,114429,Bovine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A|Bovine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,33.45591208,0,0,1.29508316,0,0,5.922623,0,0,0,0
k141_565018,1085,BCT90767.1,BCT90767.1 pTP protein [Bovine adenovirus 2],80.8,333,1.01E-172,Viruses,Bovine adenovirus 2,114429,Bovine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus A|Bovine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,17.47595407,0,0,0.32377079,0,0,3.282417566,0,0,0,0
k141_1215617,797,YP_009664774.1,"YP_009664774.1 hexon, partial [Ovine adenovirus 1]",94.7,170,3.57E-100,Viruses,Ovine adenovirus 1,389484,Ovine adenovirus 1,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus B|Ovine adenovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,6.459983023,0,0,0,0,0,1.141710458,0,0,0,0
k141_2520922,726,YP_009664774.1,"YP_009664774.1 hexon, partial [Ovine adenovirus 1]",88.9,217,5.61E-133,Viruses,Ovine adenovirus 1,389484,Ovine adenovirus 1,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Ovine mastadenovirus B|Ovine adenovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|serotype,2.175994281,0,0,0,0,0,0.856282843,0,0,0,0
k141_827447,409,BDH21111.1,BDH21111.1 fiber protein [Porcine mastadenovirus C],46.4,84,2.46E-12,Viruses,Porcine mastadenovirus C,130371,Porcine mastadenovirus C,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|Porcine mastadenovirus C,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,0.679998213,0,0,0,0,0,0.142713807,0,0,0,0
k141_136403,1491,ABG22146.1,"ABG22146.1 hexon, partial [Caprine adenovirus 2]",85.7,497,0,Viruses,Caprine adenovirus 2,389485,Caprine adenovirus 2,root|Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Rowavirales|Adenoviridae|Mastadenovirus|unclassified Mastadenovirus|Caprine adenovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,7.88797927,0,0,0.485656185,0,0,1.855279494,0,0,0,0
